timestamp,source,class_name,confidence,x1,y1,x2,y2
2026-05-21 15:50:26,1-3-46-670589-33-1-63703718086120120200001-5487554579919763006_png_jpg.rf.9fd67251e99a47dbe83a5db6efe6c016.jpg,no_detection,0.0,,,,
2026-05-21 15:51:24,1-3-46-670589-33-1-63703718086120120200001-5487554579919763006_png_jpg.rf.9fd67251e99a47dbe83a5db6efe6c016.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63703718086120120200001-5487554579919763006_png_jpg.rf.9fd67251e99a47dbe83a5db6efe6c016.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63705534438365105500001-5275982036206127404_png_jpg.rf.365c4daf2b772012fe47e07b9daec86e.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63705540012666937300001-5673688970564737961_png_jpg.rf.15cca2fecc5f56865de3eb405476b90d.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63705542123217653900001-5305208767418446842_png_jpg.rf.d6f32a0ac819e4f2a870edfc1ce8079b.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63705542123253656000001-4874858110489948158_png_jpg.rf.d79767eb8378783858ea648a8852c859.jpg,Tas_Var,0.1244,88.83,213.28,111.69,231.14
2026-05-21 15:53:31,1-3-46-670589-33-1-63706052409136049800001-4885266517035478638_png_jpg.rf.403057fc6d27ba2b8a1020faf23ea6e8.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63708127596145343100001-4627297054586587945_png_jpg.rf.08b0ce91b3f33c2e333fa6b6a1fd3b19.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63709079072689291800001-4862263206834957747_png_jpg.rf.cd218d4ed600ad3b24e4af71077096bd.jpg,Tas_Var,0.1802,75.35,245.11,112.67,272.52
2026-05-21 15:53:31,1-3-46-670589-33-1-63709084528362338400001-4912820873516884035_png_jpg.rf.f90314744947b62d675720abfbabe788.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63711136318804220000001-5037705534676835423_png_jpg.rf.7548934bf8faa3895e23ab4416f079f2.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63711492298767054500001-4654753270740370732_png_jpg.rf.9c862fae8e8b3d20eaea4dfbc977e94c.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63711748853420141600001-4956861441945142931_png_jpg.rf.17718d33d3b046338870e2b5048ae1c4.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63712177173773843700001-5180703495942929996_png_jpg.rf.e93c041d68b6e726524f2d1344c079e8.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63712258135176571000001-4759577505848141624_png_jpg.rf.b91c88cd8bbc6074f8163a75d9c28d3b.jpg,no_detection,0.0,,,,
2026-05-21 15:53:31,1-3-46-670589-33-1-63712447732648726100001-5688637637398265537_png_jpg.rf.662c088ba8390b2f998e83343f885879.jpg,Tas_Var,0.2116,306.43,240.5,321.06,254.95
2026-05-21 15:53:31,1-3-46-670589-33-1-63712447732648726100001-5688637637398265537_png_jpg.rf.662c088ba8390b2f998e83343f885879.jpg,Tas_Var,0.2082,307.35,243.3,320.37,254.01
2026-05-21 15:53:31,1-3-46-670589-33-1-63712447732648726100001-5688637637398265537_png_jpg.rf.662c088ba8390b2f998e83343f885879.jpg,Tas_Var,0.1405,89.11,254.89,134.13,290.73
2026-05-21 15:53:31,1-3-46-670589-33-1-63713387527442829100001-4953850576413253802_png_jpg.rf.3c687e765595c73826990914236c246c.jpg,no_detection,0.0,,,,
